Gene,Sample,IP2IN
LOC4818038,Tm_H4K20me3,1.05817
LOC4818038,Hm_H3K9me2,1.04302
LOC4816904,Tm_H4K16AC,0.888841
LOC4816904,Hm_H3K9me2,1.34356
LOC4816904,Hm_H4K20me3,1.27959
LOC4816904,Hm_H4K16AC,2.42106
LOC4816904,Tm_H4K20me3,1.53033
LOC4816904,Tm_H3K9me2,1.25108
LOC4817147,Hm_H4K20me3,1.40752
LOC4817147,Tm_H4K16AC,1.07984
LOC4817147,Tm_H4K20me3,1.45996
LOC4817147,Hm_H4K16AC,1.25848
LOC4817147,Hm_H3K9me2,1.51216
LOC4817147,Tm_H3K9me2,1.60064
LOC4816852,Tm_H4K16AC,0.964059
LOC4816852,Tm_H3K9me2,1.3181
LOC4816852,Hm_H4K16AC,0.85559
LOC4816852,Hm_H3K9me2,1.21782
LOC4816852,Hm_H4K20me3,1.12936
LOC4816852,Tm_H4K20me3,1.25996
LOC6902826,Tm_H4K20me3,1.20631
LOC6902826,Hm_H4K16AC,0.715208
LOC6902826,Hm_H4K20me3,1.44336
LOC6902826,Hm_H3K9me2,1.10779
LOC6902826,Tm_H4K16AC,1.08777
LOC6902826,Tm_H3K9me2,1.20459
LOC4816861,Tm_H4K20me3,0.812382
LOC4816861,Tm_H3K9me2,1.0361
LOC4816861,Hm_H4K20me3,1.09055
LOC4816861,Hm_H4K16AC,1.0994
LOC4816861,Hm_H3K9me2,0.93781
LOC4816861,Tm_H4K16AC,0.891294
LOC4816919,Hm_H4K20me3,1.34881
LOC4816919,Hm_H3K9me2,1.38075
LOC4816919,Tm_H4K20me3,1.822
LOC4816919,Hm_H4K16AC,4.71256
LOC4816919,Tm_H3K9me2,1.38091
LOC4816919,Tm_H4K16AC,0.82799
LOC4817181,Tm_H4K20me3,0.983046
LOC4817181,Hm_H3K9me2,1.07618
LOC4817181,Hm_H4K20me3,1.12794
LOC4817181,Hm_H4K16AC,1.14375
LOC4817181,Tm_H3K9me2,1.01361
LOC4817181,Tm_H4K16AC,1.30676
LOC4817432,Tm_H4K20me3,1.86806
LOC4817432,Hm_H4K20me3,0.938899
LOC4817432,Hm_H4K16AC,3.77761
LOC4817432,Hm_H3K9me2,1.41762
LOC4817432,Tm_H4K16AC,0.811671
LOC4817432,Tm_H3K9me2,1.39942
LOC4816834,Tm_H4K20me3,0.991882
LOC4816834,Tm_H3K9me2,1.15468
LOC4816834,Hm_H4K20me3,1.14872
LOC4816834,Hm_H3K9me2,1.07163
LOC4816834,Hm_H4K16AC,0.828111
LOC4816834,Tm_H4K16AC,0.914225
LOC4817008,Tm_H4K20me3,1.06534
LOC4817008,Tm_H3K9me2,0.767773
LOC4817008,Hm_H3K9me2,1.17661
LOC4817008,Hm_H4K20me3,1.41371
LOC4817008,Tm_H4K16AC,0.911725
LOC4817008,Hm_H4K16AC,1.23843
LOC4816864,Tm_H4K20me3,0.830385
LOC4816864,Tm_H4K16AC,1.12627
LOC4816864,Hm_H3K9me2,0.92475
LOC4816864,Hm_H4K20me3,0.893645
LOC4816864,Hm_H4K16AC,1.07748
LOC4816864,Tm_H3K9me2,0.839512
LOC4817278,Hm_H4K20me3,1.211
LOC4817278,Hm_H3K9me2,1.0934
LOC4817278,Tm_H4K20me3,0.704479
LOC4817278,Hm_H4K16AC,0.570434
LOC4817278,Tm_H3K9me2,0.859023
LOC4817278,Tm_H4K16AC,1.27821
LOC4817184,Tm_H3K9me2,0.659962
LOC4817184,Hm_H4K20me3,0.617657
LOC4817184,Tm_H4K16AC,1.26053
LOC4817184,Hm_H3K9me2,0.778387
LOC4817184,Tm_H4K20me3,0.743935
LOC4817184,Hm_H4K16AC,1.1126
LOC4817185,Hm_H4K20me3,0.77353
LOC4817185,Tm_H3K9me2,0.933057
LOC4817185,Hm_H4K16AC,0.811105
LOC4817185,Hm_H3K9me2,1.22987
LOC4817185,Tm_H4K16AC,0.995463
LOC4817185,Tm_H4K20me3,0.854037
LOC6901920,Tm_H4K16AC,0.966615
LOC6901920,Tm_H3K9me2,1.45911
LOC6901920,Hm_H4K16AC,0.835071
LOC6901920,Hm_H4K20me3,1.32071
LOC6901920,Tm_H4K20me3,1.15069
LOC6901920,Hm_H3K9me2,1.23258
LOC4817482,Hm_H3K9me2,0.890841
LOC4817482,Tm_H4K16AC,1.15704
LOC4817482,Tm_H3K9me2,0.975283
LOC4817482,Tm_H4K20me3,0.837606
LOC4817482,Hm_H4K16AC,1.02662
LOC4817482,Hm_H4K20me3,0.647055
LOC6902985,Tm_H4K20me3,2.19919
LOC6902985,Tm_H4K16AC,1.23601
LOC6902985,Hm_H4K20me3,1.46667
LOC6902985,Hm_H4K16AC,2.55613
LOC6902985,Hm_H3K9me2,1.58273
LOC6902985,Tm_H3K9me2,1.82043
LOC4817387,Hm_H3K9me2,1.01539
LOC4817387,Tm_H4K16AC,0.833189
LOC4817387,Tm_H3K9me2,1.33365
LOC4817387,Tm_H4K20me3,1.58029
LOC4817387,Hm_H4K20me3,0.905152
LOC4817387,Hm_H4K16AC,1.80132
LOC6902981,Tm_H4K20me3,0.980985
LOC6902981,Tm_H3K9me2,1.1204
LOC6902981,Hm_H4K20me3,1.22875
LOC6902981,Hm_H3K9me2,0.993439
LOC6902981,Tm_H4K16AC,0.772435
LOC6902981,Hm_H4K16AC,1.16855
LOC4816949,Tm_H4K16AC,0.894268
LOC4816949,Tm_H4K20me3,1.19489
LOC4816949,Tm_H3K9me2,1.05416
LOC4816949,Hm_H4K16AC,1.07953
LOC4816949,Hm_H3K9me2,0.946957
LOC4816949,Hm_H4K20me3,0.918049
LOC4817451,Hm_H3K9me2,0.871596
LOC4817451,Tm_H4K16AC,1.20942
LOC4817451,Hm_H4K16AC,0.90332
LOC4817451,Tm_H3K9me2,0.768797
LOC4817451,Tm_H4K20me3,0.763463
LOC4817451,Hm_H4K20me3,0.902661
LOC4817148,Hm_H4K20me3,0.694412
LOC4817148,Tm_H4K16AC,1.32446
LOC4817148,Hm_H4K16AC,0.839519
LOC4817148,Hm_H3K9me2,0.988586
LOC4817148,Tm_H3K9me2,0.985794
LOC4817148,Tm_H4K20me3,1.00388
LOC4817071,Tm_H4K16AC,1.13004
LOC4817071,Hm_H3K9me2,0.94109
LOC4817071,Tm_H3K9me2,0.784954
LOC4817071,Hm_H4K20me3,0.918139
LOC4817071,Hm_H4K16AC,0.646551
LOC4817071,Tm_H4K20me3,0.737687
LOC4816973,Hm_H4K16AC,0.903495
LOC4816973,Hm_H3K9me2,1.4259
LOC4816973,Tm_H4K20me3,1.40226
LOC4816973,Tm_H4K16AC,0.925573
LOC4816973,Tm_H3K9me2,1.36991
LOC4816973,Hm_H4K20me3,1.44789
LOC4817102,Tm_H3K9me2,0.760697
LOC4817102,Hm_H4K20me3,0.969207
LOC4817102,Hm_H3K9me2,0.903597
LOC4817102,Tm_H4K20me3,0.810675
LOC4817102,Hm_H4K16AC,0.604787
LOC4817102,Tm_H4K16AC,1.11671
LOC4816842,Hm_H3K9me2,1.41738
LOC4816842,Tm_H4K20me3,1.51571
LOC4816842,Hm_H4K20me3,1.19843
LOC4816842,Tm_H4K16AC,0.959433
LOC4816842,Tm_H3K9me2,1.1565
LOC4816842,Hm_H4K16AC,1.51628
LOC26532675,Tm_H4K20me3,0.682358
LOC26532675,Hm_H4K20me3,1.03228
LOC26532675,Hm_H3K9me2,1.20505
LOC26532675,Hm_H4K16AC,0.446559
LOC26532675,Tm_H4K16AC,1.25732
LOC26532675,Tm_H3K9me2,0.839406
LOC4816791,Tm_H3K9me2,1.02625
LOC4816791,Tm_H4K16AC,0.898166
LOC4816791,Hm_H3K9me2,0.979087
LOC4816791,Hm_H4K20me3,1.16155
LOC4816791,Tm_H4K20me3,1.09504
LOC4816791,Hm_H4K16AC,1.2465
LOC6903104,Tm_H4K16AC,1.18742
LOC6903104,Tm_H4K20me3,1.2456
LOC6903104,Tm_H3K9me2,1.24893
LOC6903104,Hm_H3K9me2,1.04006
LOC6903104,Hm_H4K20me3,1.41405
LOC6903104,Hm_H4K16AC,0.88237
LOC6902920,Tm_H4K16AC,1.68782
LOC6902920,Hm_H4K16AC,0.41423
LOC6902920,Tm_H3K9me2,0.618635
LOC6902920,Hm_H3K9me2,0.696183
LOC6902920,Hm_H4K20me3,0.909863
LOC6902920,Tm_H4K20me3,0.698941
LOC6901615,Tm_H4K16AC,0.241011
LOC6901615,Hm_H3K9me2,1.22128
LOC6901615,Tm_H3K9me2,0.711214
LOC6901615,Tm_H4K20me3,1.21787
LOC6901615,Hm_H4K16AC,0.823447
LOC6901615,Hm_H4K20me3,0.643057
LOC4816876,Tm_H4K16AC,1.19184
LOC4816876,Tm_H3K9me2,0.669983
LOC4816876,Tm_H4K20me3,0.584883
LOC4816876,Hm_H4K20me3,0.591762
LOC4816876,Hm_H4K16AC,0.554062
LOC4816876,Hm_H3K9me2,0.594904
LOC4816965,Hm_H4K20me3,0.422352
LOC4816965,Tm_H3K9me2,0.486276
LOC4816965,Tm_H4K20me3,0.839012
LOC4816965,Hm_H4K16AC,0.358098
LOC4816965,Hm_H3K9me2,0.617916
LOC4816965,Tm_H4K16AC,1.40019
LOC4816559,Tm_H4K20me3,1.19924
LOC4816559,Hm_H3K9me2,1.10276
LOC4816559,Tm_H4K16AC,1.61665
LOC4816559,Tm_H3K9me2,1.06701
LOC4816559,Hm_H4K16AC,1.88486
LOC4816559,Hm_H4K20me3,1.09883
LOC4816705,Tm_H3K9me2,0.946133
LOC4816705,Tm_H4K16AC,1.37723
LOC4816705,Hm_H4K16AC,0.925977
LOC4816705,Hm_H3K9me2,0.925533
LOC4816705,Tm_H4K20me3,0.916127
LOC4816705,Hm_H4K20me3,0.889596
LOC4811751,Tm_H4K20me3,0.906653
LOC4811751,Tm_H4K16AC,2.2673
LOC4811751,Hm_H4K16AC,0.909529
LOC4811751,Tm_H3K9me2,1.8401
LOC4811751,Hm_H3K9me2,1.2395
LOC4811751,Hm_H4K20me3,1.77016
LOC4816736,Hm_H3K9me2,0.876928
LOC4816736,Hm_H4K20me3,0.807024
LOC4816736,Tm_H4K20me3,0.673844
LOC4816736,Hm_H4K16AC,0.830956
LOC4816736,Tm_H3K9me2,0.839081
LOC4816736,Tm_H4K16AC,1.29854
LOC4817010,Hm_H3K9me2,0.953902
LOC4817010,Tm_H3K9me2,0.965014
LOC4817010,Hm_H4K16AC,0.854679
LOC4817010,Tm_H4K16AC,1.01805
LOC4817010,Hm_H4K20me3,0.854673
LOC4817010,Tm_H4K20me3,0.755174
LOC4817139,Tm_H4K16AC,1.05508
LOC4817139,Hm_H3K9me2,0.621338
LOC4817139,Tm_H4K20me3,0.581815
LOC4817139,Hm_H4K16AC,0.247436
LOC4817139,Hm_H4K20me3,0.648818
LOC4817139,Tm_H3K9me2,0.703885
LOC4816333,Tm_H4K20me3,0.699739
LOC4816333,Hm_H3K9me2,0.909712
LOC4816333,Tm_H4K16AC,1.10834
LOC4816333,Tm_H3K9me2,0.760179
LOC4816333,Hm_H4K20me3,1.00021
LOC4816333,Hm_H4K16AC,0.726531
LOC4816925,Tm_H4K16AC,1.42099
LOC4816925,Tm_H3K9me2,0.712138
LOC4816925,Hm_H4K16AC,0.826108
LOC4816925,Tm_H4K20me3,0.767159
LOC4816925,Hm_H3K9me2,1.03013
LOC4816925,Hm_H4K20me3,1.05413
LOC4817455,Hm_H3K9me2,0.838309
LOC4817455,Hm_H4K16AC,0.768199
LOC4817455,Tm_H4K16AC,1.29715
LOC4817455,Tm_H3K9me2,0.843162
LOC4817455,Tm_H4K20me3,0.77981
LOC4817455,Hm_H4K20me3,0.863938
LOC4817149,Tm_H4K16AC,1.05027
LOC4817149,Tm_H3K9me2,1.23653
LOC4817149,Tm_H4K20me3,1.6876
LOC4817149,Hm_H4K20me3,1.48939
LOC4817149,Hm_H3K9me2,1.32099
LOC4817149,Hm_H4K16AC,2.17154
LOC4816960,Tm_H4K16AC,1.34215
LOC4816960,Hm_H3K9me2,0.776562
LOC4816960,Tm_H3K9me2,0.70354
LOC4816960,Hm_H4K20me3,1.06054
LOC4816960,Hm_H4K16AC,1.13202
LOC4816960,Tm_H4K20me3,0.780465
LOC4816954,Hm_H4K20me3,0.79597
LOC4816954,Hm_H3K9me2,0.921158
LOC4816954,Tm_H3K9me2,0.965212
LOC4816954,Tm_H4K20me3,1.06809
LOC4816954,Hm_H4K16AC,0.791675
LOC4816954,Tm_H4K16AC,1.14154
LOC4817054,Hm_H4K20me3,0.640775
LOC4817054,Tm_H4K20me3,1.10242
LOC4817054,Tm_H3K9me2,1.05832
LOC4817054,Hm_H3K9me2,0.856006
LOC4817054,Hm_H4K16AC,1.10468
LOC4817054,Tm_H4K16AC,1.10486
LOC4817053,Hm_H4K16AC,0.925655
LOC4817053,Hm_H4K20me3,1.43868
LOC4817053,Tm_H4K16AC,1.78032
LOC4817053,Tm_H4K20me3,1.39196
LOC4817053,Tm_H3K9me2,1.01314
LOC4817053,Hm_H3K9me2,1.11822
LOC4817291,Tm_H4K20me3,1.14567
LOC4817291,Tm_H3K9me2,0.952397
LOC4817291,Tm_H4K16AC,0.95805
LOC4817291,Hm_H4K16AC,0.786869
LOC4817291,Hm_H4K20me3,1.33353
LOC4817291,Hm_H3K9me2,1.15558
LOC4817065,Hm_H4K20me3,1.177
LOC4817065,Tm_H4K20me3,1.09184
LOC4817065,Hm_H3K9me2,1.04109
LOC4817065,Hm_H4K16AC,0.805878
LOC4817065,Tm_H3K9me2,0.765958
LOC4817065,Tm_H4K16AC,1.20175
LOC4817334,Hm_H4K16AC,0.784251
LOC4817334,Tm_H4K16AC,0.990968
LOC4817334,Tm_H3K9me2,0.936722
LOC4817334,Hm_H4K20me3,1.06328
LOC4817334,Hm_H3K9me2,1.0445
LOC4817334,Tm_H4K20me3,0.847721
LOC4817050,Tm_H3K9me2,0.721031
LOC4817050,Tm_H4K20me3,0.949671
LOC4817050,Hm_H3K9me2,1.15286
LOC4817050,Hm_H4K16AC,1.10393
LOC4817050,Hm_H4K20me3,0.973791
LOC4817050,Tm_H4K16AC,0.736558
LOC4816938,Hm_H4K20me3,1.22956
LOC4816938,Tm_H4K20me3,1.41639
LOC4816938,Hm_H3K9me2,1.21415
LOC4816938,Hm_H4K16AC,1.11254
LOC4816938,Tm_H3K9me2,1.3685
LOC4816938,Tm_H4K16AC,1.06612
LOC4817411,Tm_H4K16AC,0.915554
LOC4817411,Hm_H3K9me2,1.02191
LOC4817411,Hm_H4K20me3,0.717057
LOC4817411,Tm_H3K9me2,0.905139
LOC4817411,Hm_H4K16AC,0.857037
LOC4817411,Tm_H4K20me3,1.15631
LOC4817473,Hm_H4K20me3,1.34634
LOC4817473,Hm_H4K16AC,0.912836
LOC4817473,Tm_H4K16AC,1.36735
LOC4817473,Hm_H3K9me2,1.04883
LOC4817473,Tm_H3K9me2,0.842446
LOC4817473,Tm_H4K20me3,0.788788
LOC4816963,Tm_H4K20me3,0.890646
LOC4816963,Hm_H4K20me3,0.911679
LOC4816963,Tm_H4K16AC,1.23698
LOC4816963,Tm_H3K9me2,0.912229
LOC4816963,Hm_H3K9me2,0.830926
LOC4816963,Hm_H4K16AC,0.557664
LOC4816808,Hm_H3K9me2,0.724426
LOC4816808,Hm_H4K16AC,0.619017
LOC4816808,Tm_H4K20me3,0.831755
LOC4816808,Hm_H4K20me3,0.967465
LOC4816808,Tm_H4K16AC,1.14969
LOC4816808,Tm_H3K9me2,0.718441
LOC4816839,Hm_H4K20me3,1.28244
LOC4816839,Tm_H3K9me2,0.867139
LOC4816839,Tm_H4K16AC,1.50318
LOC4816839,Tm_H4K20me3,0.802967
LOC4816839,Hm_H3K9me2,0.844097
LOC4816839,Hm_H4K16AC,1.04053
LOC4816838,Hm_H4K20me3,1.27484
LOC4816838,Hm_H3K9me2,1.22319
LOC4816838,Tm_H4K16AC,1.22242
LOC4816838,Tm_H3K9me2,0.885869
LOC4816838,Tm_H4K20me3,1.36855
LOC4816838,Hm_H4K16AC,1.36056
LOC4817403,Tm_H4K16AC,1.0909
LOC4817403,Tm_H4K20me3,1.08842
LOC4817403,Hm_H4K16AC,0.591408
LOC4817403,Tm_H3K9me2,0.981801
LOC4817403,Hm_H3K9me2,0.84895
LOC4817403,Hm_H4K20me3,0.988636
LOC4817404,Hm_H4K20me3,0.783207
LOC4817404,Hm_H3K9me2,0.86604
LOC4817404,Tm_H4K20me3,0.89066
LOC4817404,Tm_H4K16AC,0.990979
LOC4817404,Tm_H3K9me2,1.0331
LOC4817404,Hm_H4K16AC,0.656986
LOC6903106,Hm_H4K20me3,0.75556
LOC6903106,Hm_H3K9me2,0.839243
LOC6903106,Tm_H4K16AC,0.882285
LOC6903106,Tm_H4K20me3,0.729198
LOC6903106,Hm_H4K16AC,0.541114
LOC6903106,Tm_H3K9me2,0.662854
LOC4817170,Tm_H4K16AC,0.751629
LOC4817170,Hm_H3K9me2,0.935239
LOC4817170,Hm_H4K20me3,0.930366
LOC4817170,Hm_H4K16AC,0.650353
LOC4817170,Tm_H4K20me3,0.85486
LOC4817170,Tm_H3K9me2,0.801347
LOC6903108,Tm_H4K16AC,1.06049
LOC6903108,Hm_H3K9me2,1.06483
LOC6903108,Hm_H4K20me3,0.99874
LOC6903108,Tm_H4K20me3,2.04482
LOC6903108,Hm_H4K16AC,2.08927
LOC6903108,Tm_H3K9me2,1.09116
LOC6903109,Tm_H3K9me2,0.693957
LOC6903109,Tm_H4K16AC,0.865728
LOC6903109,Tm_H4K20me3,0.873265
LOC6903109,Hm_H4K20me3,0.937918
LOC6903109,Hm_H3K9me2,0.823223
LOC6903109,Hm_H4K16AC,0.795141
LOC4816788,Hm_H4K20me3,1.19612
LOC4816788,Tm_H3K9me2,0.653362
LOC4816788,Hm_H3K9me2,0.997262
LOC4816788,Tm_H4K16AC,1.00283
LOC4816788,Hm_H4K16AC,0.75358
LOC4816788,Tm_H4K20me3,0.802377
LOC4818096,Hm_H3K9me2,1.03636
LOC4818096,Tm_H4K20me3,1.00568
LOC4818096,Hm_H4K16AC,0.694647
LOC4818096,Tm_H3K9me2,0.760432
LOC4818096,Hm_H4K20me3,0.884787
LOC4818096,Tm_H4K16AC,1.14555
LOC4818135,Hm_H4K20me3,1.1321
LOC4818135,Hm_H3K9me2,0.988115
LOC4818135,Tm_H4K20me3,1.36365
LOC4818135,Hm_H4K16AC,1.93792
LOC4818135,Tm_H3K9me2,1.0254
LOC4818135,Tm_H4K16AC,1.45621
LOC4818134,Tm_H4K20me3,0.853361
LOC4818134,Hm_H4K16AC,0.903428
LOC4818134,Hm_H4K20me3,1.04731
LOC4818134,Hm_H3K9me2,0.888071
LOC4818134,Tm_H3K9me2,0.752498
LOC4818134,Tm_H4K16AC,1.3311
LOC4818159,Tm_H4K20me3,0.612778
LOC4818159,Tm_H3K9me2,0.877195
LOC4818159,Tm_H4K16AC,1.43469
LOC4818159,Hm_H4K20me3,0.886986
LOC4818159,Hm_H3K9me2,0.770259
LOC4818159,Hm_H4K16AC,0.520841
LOC4817968,Hm_H4K20me3,0.89257
LOC4817968,Hm_H3K9me2,0.724106
LOC4817968,Tm_H3K9me2,0.811851
LOC4817968,Tm_H4K20me3,0.426091
LOC4817968,Tm_H4K16AC,1.26695
LOC4817968,Hm_H4K16AC,0.457525
LOC6903548,Hm_H3K9me2,0.810539
LOC6903548,Hm_H4K20me3,0.882013
LOC6903548,Tm_H4K20me3,0.785751
LOC6903548,Hm_H4K16AC,0.868244
LOC6903548,Tm_H4K16AC,1.27021
LOC6903548,Tm_H3K9me2,0.831949
LOC4818026,Hm_H4K20me3,1.30232
LOC4818026,Hm_H3K9me2,1.25544
LOC4818026,Tm_H4K16AC,1.1247
LOC4818026,Tm_H4K20me3,1.02416
LOC4818026,Hm_H4K16AC,0.901385
LOC4818026,Tm_H3K9me2,0.952813
LOC4818062,Hm_H3K9me2,0.742401
LOC4818062,Tm_H3K9me2,0.835566
LOC4818062,Hm_H4K16AC,1.39829
LOC4818062,Hm_H4K20me3,0.885529
LOC4818062,Tm_H4K16AC,0.932759
LOC4818062,Tm_H4K20me3,1.25483
LOC4816136,Hm_H3K9me2,0.937051
LOC4816136,Tm_H4K20me3,0.67828
LOC4816136,Hm_H4K16AC,0.775916
LOC4816136,Tm_H3K9me2,0.561917
LOC4816136,Hm_H4K20me3,0.946993
LOC4816136,Tm_H4K16AC,1.2095
LOC4818102,Hm_H4K20me3,1.07741
LOC4818102,Tm_H4K16AC,0.786579
LOC4818102,Tm_H4K20me3,0.891555
LOC4818102,Hm_H3K9me2,1.02266
LOC4818102,Tm_H3K9me2,0.987988
LOC4818102,Hm_H4K16AC,0.729584
LOC6903379,Hm_H4K20me3,1.63499
LOC6903379,Tm_H3K9me2,1.5057
LOC6903379,Tm_H4K16AC,0.783525
LOC6903379,Hm_H3K9me2,1.60752
LOC6903379,Tm_H4K20me3,1.95109
LOC6903379,Hm_H4K16AC,2.40542
LOC6899796,Hm_H4K20me3,1.14728
LOC6899796,Tm_H4K16AC,1.09064
LOC6899796,Hm_H4K16AC,1.17729
LOC6899796,Hm_H3K9me2,0.952441
LOC6899796,Tm_H4K20me3,1.21987
LOC6899796,Tm_H3K9me2,0.907787
LOC6899795,Hm_H4K20me3,1.19121
LOC6899795,Hm_H3K9me2,1.06372
LOC6899795,Tm_H4K20me3,1.15196
LOC6899795,Tm_H3K9me2,0.616893
LOC6899795,Tm_H4K16AC,1.15581
LOC6899795,Hm_H4K16AC,1.62124
LOC6903377,Hm_H4K20me3,1.13218
LOC6903377,Hm_H3K9me2,0.99913
LOC6903377,Tm_H4K20me3,1.02186
LOC6903377,Hm_H4K16AC,0.653805
LOC6903377,Tm_H3K9me2,0.794133
LOC6903377,Tm_H4K16AC,1.18371
LOC6899798,Hm_H4K20me3,1.04376
LOC6899798,Tm_H4K20me3,1.52286
LOC6899798,Hm_H3K9me2,1.06346
LOC6899798,Tm_H4K16AC,1.14423
LOC6899798,Hm_H4K16AC,1.4074
LOC6899798,Tm_H3K9me2,1.19807
LOC4817985,Hm_H4K20me3,1.76442
LOC4817985,Tm_H4K16AC,1.54108
LOC4817985,Hm_H3K9me2,1.32693
LOC4817985,Tm_H4K20me3,1.35545
LOC4817985,Hm_H4K16AC,1.93046
LOC4817985,Tm_H3K9me2,0.963544
LOC4816224,Tm_H3K9me2,1.53033
LOC4816224,Hm_H4K16AC,1.13461
LOC4816224,Hm_H4K20me3,0.982258
LOC4816224,Tm_H4K20me3,1.80053
LOC4816224,Hm_H3K9me2,1.05651
LOC4816224,Tm_H4K16AC,0.917275
LOC4816198,Hm_H4K16AC,1.91998
LOC4816198,Tm_H4K20me3,1.4296
LOC4816198,Hm_H4K20me3,1.07767
LOC4816198,Hm_H3K9me2,1.22777
LOC4816198,Tm_H3K9me2,1.03802
LOC4816198,Tm_H4K16AC,0.967751
LOC4816170,Tm_H3K9me2,0.608263
LOC4816170,Hm_H4K16AC,0.929649
LOC4816170,Tm_H4K16AC,1.3699
LOC4816170,Hm_H3K9me2,0.74836
LOC4816170,Tm_H4K20me3,0.593244
LOC4816170,Hm_H4K20me3,0.687925
LOC4816100,Hm_H3K9me2,1.33247
LOC4816100,Hm_H4K20me3,1.41824
LOC4816100,Hm_H4K16AC,0.810244
LOC4816100,Tm_H4K20me3,1.10914
LOC4816100,Tm_H3K9me2,0.996865
LOC4816100,Tm_H4K16AC,1.12586
LOC4816192,Tm_H4K16AC,1.41284
LOC4816192,Hm_H4K20me3,1.10616
LOC4816192,Hm_H3K9me2,1.0767
LOC4816192,Hm_H4K16AC,0.536941
LOC4816192,Tm_H3K9me2,0.647057
LOC4816192,Tm_H4K20me3,1.07402
LOC4816167,Tm_H4K20me3,0.656019
LOC4816167,Tm_H3K9me2,0.687311
LOC4816167,Hm_H4K20me3,0.904771
LOC4816167,Hm_H3K9me2,1.03692
LOC4816167,Hm_H4K16AC,0.554753
LOC4816167,Tm_H4K16AC,0.868237
LOC4816117,Tm_H3K9me2,0.941569
LOC4816117,Tm_H4K16AC,0.982405
LOC4816117,Hm_H4K16AC,1.22694
LOC4816117,Tm_H4K20me3,1.2009
LOC4816117,Hm_H3K9me2,1.17015
LOC4816117,Hm_H4K20me3,1.33833
LOC4816188,Tm_H4K20me3,1.45116
LOC4816188,Tm_H4K16AC,1.14154
LOC4816188,Hm_H3K9me2,1.22533
LOC4816188,Tm_H3K9me2,1.01226
LOC4816188,Hm_H4K20me3,1.53152
LOC4816188,Hm_H4K16AC,1.47354
LOC6902362,Tm_H4K20me3,0.678508
LOC6902362,Tm_H4K16AC,1.03641
LOC6902362,Tm_H3K9me2,0.886827
LOC6902362,Hm_H3K9me2,0.863693
LOC6902362,Hm_H4K16AC,0.438097
LOC6902362,Hm_H4K20me3,1.26661
LOC4816174,Hm_H4K20me3,0.78994
LOC4816174,Tm_H4K16AC,0.848784
LOC4816174,Hm_H3K9me2,0.808072
LOC4816174,Hm_H4K16AC,0.635827
LOC4816174,Tm_H3K9me2,0.883071
LOC4816174,Tm_H4K20me3,0.797688
LOC26532737,Tm_H4K16AC,1.09343
LOC26532737,Hm_H4K16AC,0.793128
LOC26532737,Hm_H4K20me3,1.47816
LOC26532737,Tm_H3K9me2,0.965514
LOC26532737,Tm_H4K20me3,0.848305
LOC26532737,Hm_H3K9me2,1.11905
LOC4816124,Tm_H3K9me2,0.98276
LOC4816124,Tm_H4K20me3,1.00056
LOC4816124,Hm_H4K16AC,0.705071
LOC4816124,Tm_H4K16AC,0.90413
LOC4816124,Hm_H4K20me3,1.00495
LOC4816124,Hm_H3K9me2,0.926922
LOC4816125,Hm_H4K20me3,0.90437
LOC4816125,Tm_H4K20me3,0.648788
LOC4816125,Tm_H3K9me2,0.916272
LOC4816125,Hm_H3K9me2,0.87585
LOC4816125,Hm_H4K16AC,0.457843
LOC4816125,Tm_H4K16AC,0.951311
LOC4816220,Hm_H4K20me3,1.16016
LOC4816220,Tm_H3K9me2,0.846837
LOC4816220,Hm_H3K9me2,1.04412
LOC4816220,Hm_H4K16AC,0.942829
LOC4816220,Tm_H4K20me3,0.957148
LOC4816220,Tm_H4K16AC,1.24653
LOC6902398,Tm_H3K9me2,1.08303
LOC6902398,Tm_H4K16AC,1.21785
LOC6902398,Hm_H4K16AC,0.613254
LOC6902398,Tm_H4K20me3,1.53707
LOC6902398,Hm_H4K20me3,0.996318
LOC6902398,Hm_H3K9me2,0.837407
LOC6898271,Hm_H4K20me3,1.14041
LOC6898271,Hm_H3K9me2,0.89769
LOC6898271,Tm_H4K20me3,0.910738
LOC6898271,Hm_H4K16AC,0.940577
LOC6898271,Tm_H3K9me2,0.785916
LOC6898271,Tm_H4K16AC,0.864209
LOC6902399,Hm_H4K20me3,1.51974
LOC6902399,Tm_H3K9me2,1.59274
LOC6902399,Tm_H4K20me3,1.09567
LOC6902399,Hm_H4K16AC,0.74409
LOC6902399,Tm_H4K16AC,1.20453
LOC6902399,Hm_H3K9me2,1.37455
LOC4816110,Hm_H4K20me3,1.20796
LOC4816110,Tm_H4K16AC,0.93589
LOC4816110,Tm_H4K20me3,0.689825
LOC4816110,Tm_H3K9me2,1.57904
LOC4816110,Hm_H3K9me2,1.04378
LOC4816110,Hm_H4K16AC,0.796288
LOC4816211,Tm_H4K20me3,1.46439
LOC4816211,Hm_H4K16AC,0.977472
LOC4816211,Hm_H4K20me3,1.71536
LOC4816211,Tm_H4K16AC,1.3788
LOC4816211,Tm_H3K9me2,1.28877
LOC4816211,Hm_H3K9me2,1.51837
LOC4816186,Hm_H4K20me3,1.67967
LOC4816186,Hm_H4K16AC,1.3038
LOC4816186,Hm_H3K9me2,1.37204
LOC4816186,Tm_H3K9me2,1.0712
LOC4816186,Tm_H4K16AC,1.1269
LOC4816186,Tm_H4K20me3,1.51072
