Gene,Sample,IP2IN
LOC4812671,Tm_H4K16AC,1.70643
LOC4812672,Hm_H3K9me2,0.749237
LOC4812672,Hm_H4K16AC,1.11634
LOC4812672,Tm_H4K20me3,0.225793
LOC4812672,Hm_H4K20me3,0.527586
LOC4812672,Tm_H3K9me2,0.90336
LOC4812672,Tm_H4K16AC,0.759101
LOC4812673,Hm_H4K16AC,3.39368
LOC4812673,Tm_H3K9me2,1.46094
LOC4812673,Hm_H3K9me2,1.12685
LOC4812673,Tm_H4K20me3,1.66643
LOC4812673,Tm_H4K16AC,1.91771
LOC4812673,Hm_H4K20me3,1.27021
LOC4812674,Hm_H4K16AC,2.02366
LOC4812674,Tm_H4K20me3,0.859446
LOC4812674,Tm_H4K16AC,2.66689
LOC4812674,Hm_H4K20me3,1.07481
LOC4812674,Hm_H3K9me2,0.818976
LOC4812674,Tm_H3K9me2,0.876781
LOC4812675,Tm_H4K16AC,2.48919
LOC4812675,Hm_H3K9me2,0.834574
LOC4812675,Tm_H4K20me3,1.12462
LOC4812675,Hm_H4K20me3,0.742129
LOC4812675,Tm_H3K9me2,0.738554
LOC4812675,Hm_H4K16AC,1.37049
LOC4812001,Tm_H4K16AC,2.76218
LOC4812001,Hm_H4K20me3,0.631418
LOC4812001,Hm_H4K16AC,1.18262
LOC4812001,Tm_H4K20me3,0.781585
LOC4812001,Tm_H3K9me2,0.720699
LOC4812001,Hm_H3K9me2,0.659319
LOC4811985,Tm_H4K16AC,3.43766
LOC4811985,Hm_H4K20me3,0.709678
LOC4811985,Tm_H3K9me2,0.808051
LOC4811985,Hm_H4K16AC,1.31637
LOC4811985,Tm_H4K20me3,0.846797
LOC4811985,Hm_H3K9me2,0.655121
LOC4813905,Tm_H4K20me3,0.674823
LOC4813905,Tm_H3K9me2,0.614473
LOC4813905,Hm_H3K9me2,1.0185
LOC4813905,Hm_H4K16AC,3.08354
LOC4813905,Hm_H4K20me3,0.953259
LOC4813905,Tm_H4K16AC,2.1183
LOC4813139,Hm_H3K9me2,0.78091
LOC4813139,Tm_H3K9me2,0.781445
LOC4813139,Hm_H4K20me3,1.12443
LOC4813139,Tm_H4K20me3,0.929099
LOC4813139,Hm_H4K16AC,2.00089
LOC4813139,Tm_H4K16AC,2.28323
LOC4812811,Tm_H4K16AC,2.32702
LOC4812811,Tm_H3K9me2,0.946179
LOC4812811,Hm_H4K16AC,1.56484
LOC4812811,Hm_H3K9me2,0.896469
LOC4812811,Tm_H4K20me3,0.681277
LOC4812811,Hm_H4K20me3,0.630744
LOC4812266,Hm_H3K9me2,0.868898
LOC4812266,Hm_H4K16AC,2.97557
LOC4812266,Tm_H4K16AC,2.73892
LOC4812266,Tm_H4K20me3,0.460948
LOC4812266,Tm_H3K9me2,0.834685
LOC4812266,Hm_H4K20me3,0.985461
LOC4812283,Tm_H4K20me3,0.700431
LOC4812283,Hm_H4K16AC,2.02993
LOC4812283,Tm_H4K16AC,2.36571
LOC4812283,Tm_H3K9me2,0.748224
LOC4812283,Hm_H3K9me2,0.716831
LOC4812283,Hm_H4K20me3,0.782553
LOC4812262,Hm_H3K9me2,0.844081
LOC4812262,Tm_H3K9me2,1.00346
LOC4812262,Tm_H4K20me3,1.32747
LOC4812262,Hm_H4K16AC,1.44081
LOC4812262,Hm_H4K20me3,0.684674
LOC4812262,Tm_H4K16AC,1.63121
LOC4812628,Hm_H3K9me2,1.01957
LOC4812628,Hm_H4K16AC,1.79433
LOC4812628,Tm_H3K9me2,1.00379
LOC4812628,Tm_H4K16AC,1.56445
LOC4812628,Hm_H4K20me3,0.969911
LOC4812628,Tm_H4K20me3,1.15751
LOC4812339,Hm_H4K16AC,4.50726
LOC4812339,Tm_H3K9me2,0.913475
LOC4812339,Hm_H3K9me2,0.834103
LOC4812339,Tm_H4K16AC,2.58799
LOC4812339,Hm_H4K20me3,0.555747
LOC4812339,Tm_H4K20me3,1.03496
LOC6900042,Hm_H4K16AC,1.70883
LOC6900042,Hm_H3K9me2,0.745014
LOC6900042,Tm_H4K16AC,2.51163
LOC6900042,Tm_H3K9me2,0.608057
LOC6900042,Hm_H4K20me3,0.531658
LOC6900042,Tm_H4K20me3,0.553751
LOC4812335,Tm_H4K20me3,0.763788
LOC4812335,Tm_H4K16AC,1.69738
LOC4812335,Tm_H3K9me2,0.880454
LOC4812335,Hm_H3K9me2,0.770527
LOC4812335,Hm_H4K16AC,2.20709
LOC4812335,Hm_H4K20me3,0.508391
LOC4812026,Tm_H4K20me3,2.4555
LOC4812026,Hm_H4K16AC,3.49913
LOC4812026,Hm_H3K9me2,1.32143
LOC4812026,Tm_H4K16AC,1.81609
LOC4812026,Hm_H4K20me3,1.58825
LOC4812026,Tm_H3K9me2,1.11759
LOC6900043,Tm_H4K20me3,2.89288
LOC6900043,Tm_H3K9me2,1.72509
LOC6900043,Hm_H4K20me3,0.684481
LOC6900043,Hm_H4K16AC,14.0507
LOC6900043,Tm_H4K16AC,1.30141
LOC6900043,Hm_H3K9me2,0.956049
LOC4812456,Hm_H4K20me3,1.37698
LOC4812456,Tm_H4K20me3,1.69105
LOC4812456,Tm_H3K9me2,1.06427
LOC4812456,Hm_H3K9me2,1.12965
LOC4812456,Hm_H4K16AC,4.16527
LOC4812456,Tm_H4K16AC,1.78296
LOC6900044,Tm_H3K9me2,1.26434
LOC6900044,Tm_H4K20me3,2.88417
LOC6900044,Tm_H4K16AC,1.68868
LOC6900044,Hm_H4K20me3,1.27465
LOC6900044,Hm_H4K16AC,8.14026
LOC6900044,Hm_H3K9me2,1.6631
LOC4812459,Tm_H4K20me3,2.28264
LOC4812459,Hm_H4K20me3,1.52644
LOC4812459,Hm_H3K9me2,1.14668
LOC4812459,Tm_H3K9me2,1.49739
LOC4812459,Hm_H4K16AC,11.6699
LOC4812459,Tm_H4K16AC,2.10969
LOC6900045,Tm_H3K9me2,1.01557
LOC6900045,Tm_H4K20me3,1.97462
LOC6900045,Tm_H4K16AC,2.61883
LOC6900045,Hm_H4K20me3,1.30737
LOC6900045,Hm_H3K9me2,1.8559
LOC6900045,Hm_H4K16AC,5.06054
LOC4812328,Tm_H4K20me3,2.69768
LOC4812328,Tm_H4K16AC,2.45523
LOC4812328,Hm_H3K9me2,0.829593
LOC4812328,Tm_H3K9me2,1.35612
LOC4812328,Hm_H4K16AC,4.64871
LOC4812328,Hm_H4K20me3,1.31563
LOC4812126,Tm_H4K16AC,1.71005
LOC4812126,Hm_H3K9me2,1.92132
LOC4812126,Tm_H4K20me3,2.59565
LOC4812126,Hm_H4K20me3,1.66144
LOC4812126,Tm_H3K9me2,1.80654
LOC4812126,Hm_H4K16AC,6.55943
LOC6900049,Hm_H4K20me3,1.25631
LOC6900049,Hm_H3K9me2,1.28771
LOC6900049,Hm_H4K16AC,11.8087
LOC6900049,Tm_H3K9me2,1.59154
LOC6900049,Tm_H4K20me3,3.07576
LOC6900049,Tm_H4K16AC,1.70922
LOC6900050,Hm_H3K9me2,1.00152
LOC6900050,Hm_H4K16AC,2.4682
LOC6900050,Hm_H4K20me3,1.05747
LOC6900050,Tm_H4K20me3,1.49744
LOC6900050,Tm_H4K16AC,1.46641
LOC6900050,Tm_H3K9me2,1.49975
LOC6900051,Tm_H4K16AC,1.09492
LOC6900051,Hm_H3K9me2,1.53446
LOC6900051,Tm_H4K20me3,2.22267
LOC6900051,Hm_H4K16AC,8.9175
LOC6900051,Tm_H3K9me2,1.10174
LOC6900051,Hm_H4K20me3,1.17109
LOC4812203,Tm_H4K16AC,1.35909
LOC4812203,Hm_H4K16AC,3.8154
LOC4812203,Tm_H3K9me2,1.00154
LOC4812203,Hm_H3K9me2,1.26421
LOC4812203,Tm_H4K20me3,2.20779
LOC4812203,Hm_H4K20me3,0.984887
LOC4804866,Hm_H4K20me3,1.41782
LOC4804866,Tm_H3K9me2,1.1807
LOC4804866,Tm_H4K16AC,0.885351
LOC4804866,Hm_H4K16AC,1.10411
LOC4804866,Tm_H4K20me3,1.77805
LOC4804866,Hm_H3K9me2,1.30071
LOC4812565,Tm_H3K9me2,1.02379
LOC4812565,Hm_H4K16AC,2.41235
LOC4812565,Tm_H4K16AC,1.55851
LOC4812565,Tm_H4K20me3,1.30805
LOC4812565,Hm_H4K20me3,1.09348
LOC4812565,Hm_H3K9me2,1.05983
LOC4812301,Tm_H3K9me2,0.914819
LOC4812301,Tm_H4K20me3,0.94538
LOC4812301,Hm_H4K20me3,0.81312
LOC4812301,Hm_H4K16AC,1.59496
LOC4812301,Hm_H3K9me2,0.975806
LOC4812301,Tm_H4K16AC,1.98773
LOC4812013,Tm_H4K16AC,1.63101
LOC4812013,Hm_H3K9me2,0.956824
LOC4812013,Tm_H4K20me3,1.10328
LOC4812013,Hm_H4K16AC,1.20342
LOC4812013,Hm_H4K20me3,1.06342
LOC4812013,Tm_H3K9me2,0.886437
LOC4811928,Hm_H4K20me3,0.761119
LOC4811928,Hm_H3K9me2,0.930171
LOC4811928,Tm_H4K16AC,1.34734
LOC4811928,Tm_H4K20me3,1.99371
LOC4811928,Tm_H3K9me2,1.18446
LOC4811928,Hm_H4K16AC,1.04221
LOC4812081,Tm_H4K20me3,2.06593
LOC4812081,Tm_H3K9me2,1.10631
LOC4812081,Tm_H4K16AC,1.6975
LOC4812081,Hm_H3K9me2,0.860357
LOC4812081,Hm_H4K16AC,2.00195
LOC4812081,Hm_H4K20me3,0.711837
LOC4812085,Hm_H3K9me2,1.63827
LOC4812085,Tm_H3K9me2,0.652056
LOC4812085,Tm_H4K16AC,1.60341
LOC4812085,Hm_H4K16AC,4.01384
LOC4812085,Tm_H4K20me3,1.30291
LOC4812085,Hm_H4K20me3,1.41721
LOC4812256,Tm_H3K9me2,1.06639
LOC4812256,Hm_H4K16AC,3.18156
LOC4812256,Hm_H4K20me3,1.08657
LOC4812256,Hm_H3K9me2,1.3371
LOC4812256,Tm_H4K16AC,1.39792
LOC4812256,Tm_H4K20me3,1.81699
LOC6900063,Tm_H4K16AC,1.23614
LOC6900063,Hm_H4K16AC,1.68525
LOC6900063,Hm_H3K9me2,0.954533
LOC6900063,Tm_H4K20me3,1.14287
LOC6900063,Hm_H4K20me3,0.925399
LOC6900063,Tm_H3K9me2,1.03392
LOC4812621,Tm_H4K16AC,1.82218
LOC4812621,Hm_H4K16AC,3.30565
LOC4812621,Tm_H4K20me3,2.88811
LOC4812621,Hm_H3K9me2,1.46915
LOC4812621,Tm_H3K9me2,1.50755
LOC4812621,Hm_H4K20me3,1.55966
LOC4812520,Tm_H4K20me3,2.46838
LOC4812520,Tm_H3K9me2,1.20422
LOC4812520,Hm_H3K9me2,0.927241
LOC4812520,Hm_H4K20me3,1.17477
LOC4812520,Tm_H4K16AC,2.66889
LOC4812520,Hm_H4K16AC,11.9047
LOC4812064,Hm_H3K9me2,0.906024
LOC4812064,Tm_H4K16AC,1.7502
LOC4812064,Tm_H3K9me2,0.915356
LOC4812064,Tm_H4K20me3,0.730731
LOC4812064,Hm_H4K16AC,1.34994
LOC4812064,Hm_H4K20me3,0.743525
LOC6900069,Tm_H4K16AC,1.89095
LOC6900069,Tm_H4K20me3,1.98806
LOC6900069,Hm_H4K20me3,1.73983
LOC6900069,Hm_H3K9me2,1.84798
LOC6900069,Hm_H4K16AC,7.7042
LOC6900069,Tm_H3K9me2,0.944155
LOC4811993,Hm_H3K9me2,0.783201
LOC4811993,Tm_H3K9me2,0.761723
LOC4811993,Hm_H4K20me3,0.895513
LOC4811993,Hm_H4K16AC,2.66097
LOC4811993,Tm_H4K16AC,2.04016
LOC4811993,Tm_H4K20me3,1.14021
LOC6900073,Tm_H3K9me2,2.31023
LOC6900073,Tm_H4K16AC,1.07069
LOC6900073,Hm_H4K20me3,1.39803
LOC6900073,Tm_H4K20me3,2.98286
LOC6900073,Hm_H3K9me2,1.44068
LOC6900073,Hm_H4K16AC,3.14084
LOC4812477,Hm_H3K9me2,0.838038
LOC4812477,Tm_H4K16AC,1.52349
LOC4812477,Tm_H4K20me3,2.34275
LOC4812477,Tm_H3K9me2,1.76292
LOC4812477,Hm_H4K16AC,1.97745
LOC4812477,Hm_H4K20me3,1.4192
LOC6900990,Tm_H4K16AC,3.34267
LOC6900990,Hm_H3K9me2,1.17921
LOC6900990,Hm_H4K20me3,1.10289
LOC6900990,Tm_H4K20me3,1.24362
LOC6900990,Tm_H3K9me2,1.12878
LOC6900990,Hm_H4K16AC,3.23416
LOC4814142,Tm_H4K16AC,2.20363
LOC4814142,Tm_H4K20me3,1.22618
LOC4814142,Tm_H3K9me2,0.972745
LOC4814142,Hm_H4K16AC,1.53244
LOC4814142,Hm_H3K9me2,0.960615
LOC4814142,Hm_H4K20me3,1.03166
LOC4814162,Tm_H4K20me3,0.840355
LOC4814162,Hm_H4K20me3,1.07225
LOC4814162,Tm_H3K9me2,0.663086
LOC4814162,Hm_H3K9me2,0.709692
LOC4814162,Hm_H4K16AC,2.22362
LOC4814162,Tm_H4K16AC,2.78828
LOC4814161,Tm_H4K20me3,0.787548
LOC4814161,Hm_H3K9me2,0.973866
LOC4814161,Hm_H4K20me3,1.09492
LOC4814161,Tm_H3K9me2,0.879853
LOC4814161,Tm_H4K16AC,3.01552
LOC4814161,Hm_H4K16AC,3.61642
LOC4814129,Hm_H3K9me2,1.12251
LOC4814129,Tm_H3K9me2,0.608706
LOC4814129,Hm_H4K16AC,2.51752
LOC4814129,Tm_H4K16AC,1.98915
LOC4814129,Tm_H4K20me3,1.29377
LOC4814129,Hm_H4K20me3,1.32455
LOC4814073,Tm_H3K9me2,1.05741
LOC4814073,Hm_H3K9me2,1.10332
LOC4814073,Tm_H4K20me3,1.54987
LOC4814073,Tm_H4K16AC,2.72223
LOC4814073,Hm_H4K20me3,0.982256
LOC4814073,Hm_H4K16AC,2.93746
LOC4814166,Hm_H3K9me2,0.719789
LOC4814166,Tm_H3K9me2,0.504264
LOC4814166,Hm_H4K20me3,0.528631
LOC4814166,Tm_H4K16AC,2.76179
LOC4814166,Tm_H4K20me3,0.610203
LOC4814166,Hm_H4K16AC,1.2757
LOC4814165,Hm_H3K9me2,0.671158
LOC4814165,Tm_H4K16AC,3.02982
LOC4814165,Hm_H4K16AC,2.05389
LOC4814165,Hm_H4K20me3,0.757229
LOC4814165,Tm_H3K9me2,0.737063
LOC4814165,Tm_H4K20me3,0.860308
LOC4814052,Tm_H3K9me2,1.08136
LOC4814052,Hm_H4K20me3,1.43845
LOC4814052,Tm_H4K16AC,2.04492
LOC4814052,Tm_H4K20me3,1.20758
LOC4814052,Hm_H3K9me2,0.898544
LOC4814052,Hm_H4K16AC,1.70504
LOC4812937,Hm_H4K16AC,4.00012
LOC4812937,Hm_H3K9me2,1.25563
LOC4812937,Tm_H4K20me3,2.06842
LOC4812937,Tm_H4K16AC,2.07511
LOC4812937,Hm_H4K20me3,0.800038
LOC4812937,Tm_H3K9me2,1.7898
LOC4813345,Hm_H4K20me3,0.639735
LOC4813345,Hm_H4K16AC,1.20166
LOC4813345,Hm_H3K9me2,0.883785
LOC4813345,Tm_H3K9me2,0.704464
LOC4813345,Tm_H4K20me3,0.496732
LOC4813345,Tm_H4K16AC,2.5075
LOC4812880,Hm_H3K9me2,0.745438
LOC4812880,Tm_H4K16AC,2.3159
LOC4812880,Hm_H4K20me3,0.507978
LOC4812880,Tm_H3K9me2,0.49204
LOC4812880,Tm_H4K20me3,0.334342
LOC4812880,Hm_H4K16AC,2.4834
LOC4812879,Hm_H4K16AC,3.48667
LOC4812879,Tm_H4K16AC,1.78161
LOC4812879,Hm_H3K9me2,1.31351
LOC4812879,Tm_H4K20me3,1.68891
LOC4812879,Hm_H4K20me3,1.60436
LOC4812879,Tm_H3K9me2,1.53787
LOC4813711,Tm_H4K16AC,1.47844
LOC4813711,Hm_H4K20me3,1.2819
LOC4813711,Tm_H4K20me3,1.79145
LOC4813711,Hm_H4K16AC,1.89987
LOC4813711,Hm_H3K9me2,1.13263
LOC4813711,Tm_H3K9me2,1.80292
LOC6900660,Tm_H3K9me2,1.25418
LOC6900660,Hm_H4K16AC,0.988052
LOC6900660,Hm_H3K9me2,0.96578
LOC6900660,Tm_H4K16AC,1.65637
LOC6900660,Tm_H4K20me3,0.95679
LOC6900660,Hm_H4K20me3,0.934452
LOC26532264,Hm_H3K9me2,0.971503
LOC26532264,Tm_H3K9me2,0.913909
LOC26532264,Hm_H4K16AC,1.53616
LOC26532264,Tm_H4K16AC,1.83786
LOC26532264,Tm_H4K20me3,0.83531
LOC26532264,Hm_H4K20me3,0.706177
LOC4813683,Tm_H4K16AC,2.17658
LOC4813683,Hm_H3K9me2,0.894856
LOC4813683,Tm_H3K9me2,1.41197
LOC4813683,Hm_H4K16AC,2.72666
LOC4813683,Tm_H4K20me3,1.23748
LOC4813683,Hm_H4K20me3,0.917857
LOC6900659,Hm_H4K20me3,1.06395
LOC6900659,Tm_H3K9me2,1.15235
LOC6900659,Tm_H4K16AC,3.22585
LOC6900659,Hm_H4K16AC,15.5393
LOC6900659,Hm_H3K9me2,0.970122
LOC6900659,Tm_H4K20me3,1.69307
LOC4813729,Tm_H4K16AC,2.6085
LOC4813729,Hm_H4K20me3,1.74039
LOC4813729,Hm_H4K16AC,9.5247
LOC4813729,Hm_H3K9me2,1.50788
LOC4813729,Tm_H4K20me3,2.50394
LOC4813729,Tm_H3K9me2,1.57705
LOC4813329,Tm_H4K16AC,3.04994
LOC4813329,Tm_H4K20me3,3.38638
LOC4813329,Hm_H4K16AC,15.5674
LOC4813329,Hm_H4K20me3,1.24543
LOC4813329,Tm_H3K9me2,2.33153
LOC4813329,Hm_H3K9me2,1.1893
LOC4812975,Hm_H3K9me2,0.791732
LOC4812975,Tm_H4K20me3,1.08167
LOC4812975,Tm_H4K16AC,2.54523
LOC4812975,Tm_H3K9me2,0.711039
LOC4812975,Hm_H4K20me3,0.692725
LOC4812975,Hm_H4K16AC,2.39523
LOC4812974,Tm_H4K20me3,0.610689
LOC4812974,Tm_H3K9me2,0.740748
LOC4812974,Hm_H4K20me3,0.994506
LOC4812974,Hm_H4K16AC,1.48678
LOC4812974,Tm_H4K16AC,1.6618
LOC4812974,Hm_H3K9me2,0.926674
LOC6900658,Tm_H3K9me2,1.05173
LOC6900658,Hm_H4K16AC,4.65617
LOC6900658,Hm_H3K9me2,0.81643
LOC6900658,Hm_H4K20me3,0.603071
LOC6900658,Tm_H4K20me3,1.34077
LOC6900658,Tm_H4K16AC,1.45667
LOC4812852,Hm_H4K20me3,0.729605
LOC4812852,Hm_H3K9me2,0.751254
LOC4812852,Tm_H4K20me3,1.41711
LOC4812852,Hm_H4K16AC,2.42021
LOC4812852,Tm_H4K16AC,2.40576
LOC4812852,Tm_H3K9me2,1.49842
LOC4812927,Tm_H4K16AC,2.71761
LOC4812927,Hm_H4K16AC,1.94132
LOC4812927,Tm_H4K20me3,1.39821
LOC4812927,Hm_H3K9me2,1.1935
LOC4812927,Tm_H3K9me2,1.08495
LOC4812927,Hm_H4K20me3,0.879919
LOC4813221,Hm_H4K20me3,0.832619
LOC4813221,Tm_H3K9me2,0.68614
LOC4813221,Hm_H3K9me2,0.982974
LOC4813221,Tm_H4K16AC,3.04753
LOC4813221,Hm_H4K16AC,1.77753
LOC4813221,Tm_H4K20me3,0.671154
LOC4813220,Hm_H3K9me2,1.25293
LOC4813220,Tm_H4K20me3,0.366786
LOC4813220,Tm_H3K9me2,0.356153
LOC4813220,Tm_H4K16AC,2.83038
LOC4813220,Hm_H4K20me3,1.35807
LOC4813220,Hm_H4K16AC,1.81297
LOC4813423,Hm_H4K20me3,0.812124
LOC4813423,Tm_H3K9me2,0.956585
LOC4813423,Hm_H3K9me2,1.01189
LOC4813423,Tm_H4K20me3,0.996716
LOC4813423,Tm_H4K16AC,3.13257
LOC4813423,Hm_H4K16AC,3.20326
LOC4813524,Tm_H4K20me3,1.24624
LOC4813524,Hm_H3K9me2,0.801942
LOC4813524,Hm_H4K16AC,2.45091
LOC4813524,Tm_H4K16AC,2.17766
LOC4813524,Hm_H4K20me3,0.805356
LOC4813524,Tm_H3K9me2,0.952751
LOC4811967,Tm_H4K16AC,2.52944
LOC4811967,Tm_H3K9me2,1.34676
LOC4811967,Hm_H4K20me3,1.31078
LOC4811967,Hm_H4K16AC,6.313
LOC4811967,Tm_H4K20me3,1.82534
LOC4811967,Hm_H3K9me2,1.45043
LOC4812128,Hm_H3K9me2,1.23323
LOC4812128,Tm_H4K16AC,2.57127
LOC4812128,Hm_H4K16AC,3.99921
LOC4812128,Tm_H3K9me2,0.769292
LOC4812128,Tm_H4K20me3,1.0796
LOC4812128,Hm_H4K20me3,1.27011
LOC6897114,Hm_H4K20me3,1.53673
LOC6897114,Tm_H4K16AC,0.985739
LOC6897114,Hm_H4K16AC,1.5485
LOC6897114,Hm_H3K9me2,1.05683
LOC6897114,Tm_H3K9me2,1.02007
LOC6897114,Tm_H4K20me3,1.45101
LOC4812045,Tm_H4K16AC,2.64445
LOC4812045,Hm_H4K20me3,0.602027
LOC4812045,Tm_H4K20me3,0.950957
LOC4812045,Tm_H3K9me2,0.657243
LOC4812045,Hm_H3K9me2,0.768365
LOC4812045,Hm_H4K16AC,1.35691
LOC4812183,Tm_H4K16AC,1.52019
LOC4812183,Hm_H4K20me3,1.46074
LOC4812183,Tm_H3K9me2,1.23408
LOC4812183,Tm_H4K20me3,2.37475
LOC4812183,Hm_H4K16AC,7.26829
LOC4812183,Hm_H3K9me2,1.01589
LOC4812486,Tm_H4K20me3,1.52662
LOC4812486,Tm_H3K9me2,1.13301
LOC4812486,Tm_H4K16AC,1.92369
LOC4812486,Hm_H4K20me3,1.25408
LOC4812486,Hm_H3K9me2,0.989847
LOC4812486,Hm_H4K16AC,1.39113
LOC4812574,Hm_H3K9me2,1.1252
LOC4812574,Hm_H4K20me3,1.16103
LOC4812574,Tm_H4K20me3,0.966997
LOC4812574,Tm_H4K16AC,1.23024
LOC4812574,Tm_H3K9me2,0.993188
LOC4812574,Hm_H4K16AC,0.815757
LOC4811971,Tm_H4K16AC,1.94506
LOC4811971,Hm_H3K9me2,1.38608
LOC4811971,Tm_H4K20me3,1.48747
LOC4811971,Hm_H4K20me3,1.5297
LOC4811971,Hm_H4K16AC,2.26957
LOC4811971,Tm_H3K9me2,1.08133
LOC4811938,Tm_H4K16AC,2.13495
LOC4811938,Tm_H4K20me3,1.6062
LOC4811938,Hm_H4K16AC,1.94493
LOC4811938,Tm_H3K9me2,1.24332
LOC4811938,Hm_H4K20me3,1.57702
LOC4811938,Hm_H3K9me2,1.40751
LOC4815324,Tm_H3K9me2,1.04676
LOC4815324,Hm_H3K9me2,0.978711
LOC4815324,Tm_H4K20me3,1.05149
LOC4815324,Tm_H4K16AC,2.14548
LOC4815324,Hm_H4K16AC,5.28849
LOC4815324,Hm_H4K20me3,0.930282
LOC4811885,Hm_H3K9me2,0.948147
LOC4811885,Hm_H4K20me3,1.05297
LOC4811885,Tm_H4K16AC,2.43927
LOC4811885,Tm_H4K20me3,1.68079
LOC4811885,Hm_H4K16AC,2.39164
LOC4811885,Tm_H3K9me2,1.04376
LOC4813474,Tm_H4K20me3,1.0391
LOC4813474,Tm_H4K16AC,1.61078
LOC4813474,Hm_H4K16AC,1.72686
LOC4813474,Tm_H3K9me2,1.08694
LOC4813474,Hm_H3K9me2,1.06933
LOC4813474,Hm_H4K20me3,1.00578
LOC4802707,Hm_H4K20me3,0.724822
LOC4802707,Tm_H4K16AC,1.104
LOC4802707,Hm_H3K9me2,0.86086
LOC4802707,Hm_H4K16AC,0.607949
LOC4802707,Tm_H3K9me2,0.754006
LOC4802707,Tm_H4K20me3,0.697024
LOC5495507,Tm_H4K16AC,1.71761
LOC5495507,Hm_H4K16AC,8.45233
LOC5495507,Hm_H4K20me3,1.20221
LOC5495507,Tm_H4K20me3,2.43464
LOC5495507,Hm_H3K9me2,1.25704
LOC5495507,Tm_H3K9me2,1.45985
LOC4813706,Hm_H3K9me2,1.3776
LOC4813706,Tm_H4K20me3,1.42711
LOC4813706,Tm_H3K9me2,1.27247
LOC4813706,Hm_H4K16AC,3.98137
LOC4813706,Tm_H4K16AC,2.18366
LOC4813706,Hm_H4K20me3,1.19424
LOC4813468,Hm_H4K20me3,1.46948
LOC4813468,Hm_H3K9me2,1.01179
LOC4813468,Tm_H3K9me2,1.22129
LOC4813468,Tm_H4K16AC,2.20288
LOC4813468,Tm_H4K20me3,2.19627
LOC4813468,Hm_H4K16AC,5.75184
LOC4813497,Hm_H4K20me3,1.18681
LOC4813497,Tm_H4K16AC,1.70974
LOC4813497,Tm_H3K9me2,1.03206
LOC4813497,Hm_H4K16AC,4.46279
LOC4813497,Tm_H4K20me3,1.97215
LOC4813497,Hm_H3K9me2,1.07389
LOC4813269,Hm_H3K9me2,1.06337
LOC4813269,Hm_H4K16AC,3.41042
LOC4813269,Hm_H4K20me3,0.966676
LOC4813269,Tm_H3K9me2,1.21295
LOC4813269,Tm_H4K16AC,2.89708
LOC4813269,Tm_H4K20me3,1.41798
LOC4813467,Tm_H4K20me3,2.67776
LOC4813467,Hm_H3K9me2,1.24174
LOC4813467,Hm_H4K20me3,1.07973
LOC4813467,Tm_H4K16AC,3.56029
LOC4813467,Tm_H3K9me2,1.85799
LOC4813467,Hm_H4K16AC,5.30233
LOC4813875,Hm_H3K9me2,0.933986
LOC4813875,Tm_H4K16AC,2.7685
LOC4813875,Hm_H4K16AC,4.74517
LOC4813875,Hm_H4K20me3,0.933412
LOC4813875,Tm_H4K20me3,1.57208
LOC4813875,Tm_H3K9me2,1.06464
LOC4813874,Tm_H4K16AC,2.57282
LOC4813874,Hm_H4K20me3,0.74684
LOC4813874,Tm_H4K20me3,0.82525
LOC4813874,Hm_H3K9me2,0.640815
LOC4813874,Tm_H3K9me2,0.807087
LOC4813874,Hm_H4K16AC,2.00663
LOC4813464,Hm_H3K9me2,1.2326
LOC4813464,Tm_H4K20me3,0.481849
LOC4813464,Tm_H3K9me2,0.730813
LOC4813464,Hm_H4K16AC,1.61049
LOC4813464,Hm_H4K20me3,1.13566
LOC4813464,Tm_H4K16AC,2.69871
LOC6900723,Hm_H4K20me3,0.735831
LOC6900723,Hm_H3K9me2,0.862656
LOC6900723,Tm_H3K9me2,1.26336
LOC6900723,Tm_H4K20me3,1.68215
LOC6900723,Tm_H4K16AC,2.60661
LOC6900723,Hm_H4K16AC,5.33179
LOC6900722,Hm_H3K9me2,0.843139
LOC6900722,Hm_H4K20me3,0.783993
LOC6900722,Tm_H3K9me2,0.996534
LOC6900722,Tm_H4K20me3,1.46375
LOC6900722,Tm_H4K16AC,1.90623
LOC6900722,Hm_H4K16AC,1.64281
LOC4813060,Tm_H3K9me2,1.15671
LOC4813060,Hm_H4K16AC,1.22186
LOC4813060,Tm_H4K16AC,3.19152
LOC4813060,Hm_H3K9me2,0.711732
LOC4813060,Tm_H4K20me3,1.39408
LOC4813060,Hm_H4K20me3,0.777079
LOC4813658,Tm_H4K16AC,2.50659
LOC4813658,Hm_H4K20me3,0.772094
LOC4813658,Tm_H3K9me2,0.768297
LOC4813658,Tm_H4K20me3,1.05883
LOC4813658,Hm_H3K9me2,0.907077
LOC4813658,Hm_H4K16AC,2.4687
LOC6900709,Hm_H4K16AC,0.88391
LOC6900709,Tm_H3K9me2,0.537837
LOC6900709,Hm_H3K9me2,0.916632
LOC6900709,Tm_H4K20me3,1.01503
LOC6900709,Hm_H4K20me3,0.981295
LOC6900709,Tm_H4K16AC,2.18148
LOC4804268,Hm_H4K16AC,2.48413
LOC4804268,Hm_H3K9me2,1.97619
LOC4804268,Tm_H4K20me3,1.27764
LOC4804268,Tm_H4K16AC,0.739868
LOC4804268,Tm_H3K9me2,0.782731
LOC4804268,Hm_H4K20me3,2.29168
LOC6898634,Tm_H3K9me2,1.14691
